Brand,Year,Mileage,Transmission,Horsepower,Condition,Color,Price
Ford Focus,2022,36732,Automatic,137,Minor Scratches,Black,24948
Ford Focus,2022,27225,Automatic,236,Clean Title,Black,30966
Honda Civic,2017,106952,Automatic,274,Salvage,White,9343
Volkswagen Golf,2018,103187,Automatic,292,Salvage,Gray,10612
Tesla Model 3,2019,70854,Automatic,252,Minor Scratches,White,39959
Toyota Corolla,2024,14722,Automatic,124,Salvage,Black,17758
Fiat Tipo,2016,105669,Automatic,226,Salvage,Gray,5250
Tesla Model 3,2021,59332,Manual,192,Clean Title,Gray,47826
Ford Focus,2021,50056,Automatic,121,Minor Scratches,Red,22393
Volkswagen Golf,2019,80046,Automatic,239,Salvage,White,12205
Honda Civic,2018,78295,Automatic,188,Minor Scratches,Blue,19454
Ford Focus,2023,29402,Automatic,268,Salvage,White,15473
Toyota Corolla,2018,84497,Automatic,101,Clean Title,Blue,19328
BMW 3 Series,2019,55038,Manual,242,Repaired,White,42117
Fiat Tipo,2018,76769,Automatic,198,Minor Scratches,Black,13924
Ford Focus,2021,44640,Manual,227,Minor Scratches,Blue,22678
Toyota Corolla,2018,61901,Automatic,257,Clean Title,Red,21611
Fiat Tipo,2019,83520,Automatic,177,Minor Scratches,Gray,14295
Volkswagen Golf,2018,95697,Automatic,123,Repaired,Black,17393
BMW 3 Series,2019,52128,Manual,130,Salvage,Gray,26149
Volkswagen Golf,2015,97160,Manual,228,Salvage,White,7618
BMW 3 Series,2022,43272,Automatic,104,Salvage,White,32273
Fiat Tipo,2015,102030,Manual,116,Minor Scratches,Blue,6739
Fiat Tipo,2021,47436,Manual,160,Minor Scratches,Gray,19114
Tesla Model 3,2018,93086,Automatic,165,Salvage,White,19218
Ford Focus,2015,80800,Manual,113,Salvage,Blue,6359
Ford Focus,2019,50454,Manual,186,Salvage,Black,10911
Ford Focus,2021,33980,Automatic,300,Clean Title,White,27506
Tesla Model 3,2021,48680,Automatic,164,Salvage,Blue,25987
BMW 3 Series,2017,94760,Automatic,189,Repaired,White,34677
Fiat Tipo,2016,130005,Automatic,226,Minor Scratches,Gray,6629
BMW 3 Series,2024,9068,Automatic,204,Repaired,White,59934
Honda Civic,2016,127638,Manual,227,Minor Scratches,Blue,11201
Fiat Tipo,2019,59436,Manual,236,Clean Title,White,17543
Tesla Model 3,2016,85608,Manual,157,Repaired,Blue,26069
BMW 3 Series,2023,26948,Automatic,226,Minor Scratches,Black,58806
Ford Focus,2018,57169,Automatic,259,Repaired,Blue,16127
BMW 3 Series,2019,84738,Automatic,111,Clean Title,Black,50318
BMW 3 Series,2024,10251,Automatic,169,Repaired,Black,59367
Tesla Model 3,2018,95200,Automatic,107,Minor Scratches,Black,37060
BMW 3 Series,2015,130280,Manual,268,Repaired,Gray,26512
Honda Civic,2022,30315,Manual,227,Clean Title,White,30956
Toyota Corolla,2018,66906,Automatic,238,Repaired,White,17666
Toyota Corolla,2016,120807,Manual,181,Salvage,Red,5624
Fiat Tipo,2022,38748,Manual,217,Repaired,White,17510
Volkswagen Golf,2021,34196,Manual,125,Salvage,Black,16426
Ford Focus,2022,26601,Automatic,136,Repaired,Gray,24574
Volkswagen Golf,2017,115464,Manual,253,Salvage,White,8114
BMW 3 Series,2016,82053,Automatic,197,Minor Scratches,Black,36058
Toyota Corolla,2019,60084,Automatic,250,Clean Title,Red,24558
Honda Civic,2024,13386,Manual,238,Repaired,White,29995
Tesla Model 3,2021,59984,Manual,218,Minor Scratches,White,43560
Volkswagen Golf,2016,122508,Manual,213,Minor Scratches,Blue,13225
Honda Civic,2022,35205,Manual,147,Clean Title,Black,32848
Fiat Tipo,2021,55020,Manual,236,Repaired,White,16053
Honda Civic,2021,57852,Manual,199,Salvage,Gray,13389
Fiat Tipo,2024,8954,Automatic,189,Salvage,Blue,14510
Ford Focus,2018,73381,Automatic,259,Repaired,Black,14775
BMW 3 Series,2016,74790,Manual,285,Salvage,Red,19829
BMW 3 Series,2016,79011,Manual,264,Clean Title,White,41369
Honda Civic,2021,58356,Manual,297,Clean Title,White,27524
BMW 3 Series,2017,88896,Manual,276,Salvage,Gray,20979
Fiat Tipo,2015,139840,Automatic,128,Clean Title,Blue,5341
Honda Civic,2016,122886,Automatic,216,Clean Title,Black,15210
Ford Focus,2022,40191,Manual,284,Salvage,Blue,13957
Honda Civic,2015,126340,Manual,290,Repaired,White,9194
Volkswagen Golf,2021,53232,Manual,282,Clean Title,Red,29103
Tesla Model 3,2016,101862,Automatic,225,Minor Scratches,Gray,30439
Ford Focus,2022,42711,Manual,234,Repaired,Red,22096
Toyota Corolla,2019,89430,Automatic,120,Clean Title,Gray,20198
BMW 3 Series,2020,50495,Manual,109,Repaired,Gray,45412
BMW 3 Series,2023,25392,Automatic,260,Minor Scratches,Gray,61059
Honda Civic,2024,14328,Automatic,129,Minor Scratches,White,33396
Volkswagen Golf,2018,80542,Automatic,127,Clean Title,Blue,23298
BMW 3 Series,2022,35634,Manual,200,Salvage,White,30836
Fiat Tipo,2017,116368,Manual,210,Repaired,Gray,7244
Volkswagen Golf,2017,84968,Automatic,220,Salvage,Black,11195
Toyota Corolla,2020,71920,Automatic,162,Clean Title,Black,24082
Toyota Corolla,2022,30447,Automatic,272,Minor Scratches,Gray,28409
Fiat Tipo,2019,67332,Automatic,161,Repaired,Blue,13604
Tesla Model 3,2017,97888,Automatic,125,Repaired,White,29430
Volkswagen Golf,2020,56330,Automatic,163,Repaired,Red,22990
Ford Focus,2016,109494,Manual,201,Salvage,Blue,5779
Ford Focus,2022,28716,Manual,170,Salvage,Gray,13905
Fiat Tipo,2020,44605,Manual,263,Salvage,Black,9362
Ford Focus,2022,41637,Manual,214,Clean Title,Blue,25878
BMW 3 Series,2019,86466,Manual,176,Repaired,Red,40252
BMW 3 Series,2021,45152,Manual,152,Repaired,Gray,45592
BMW 3 Series,2017,89656,Manual,216,Salvage,Blue,20895
BMW 3 Series,2017,118392,Manual,287,Minor Scratches,Gray,34464
Volkswagen Golf,2018,72394,Manual,272,Repaired,Blue,17375
Volkswagen Golf,2021,35248,Manual,153,Repaired,Gray,24675
Fiat Tipo,2022,35142,Automatic,255,Repaired,Black,19248
Honda Civic,2019,88302,Automatic,161,Clean Title,Black,23368
BMW 3 Series,2021,52192,Manual,235,Minor Scratches,Black,52580
Honda Civic,2023,28010,Manual,175,Minor Scratches,Gray,29643
Fiat Tipo,2023,21148,Automatic,129,Salvage,Gray,12838
Honda Civic,2015,86750,Manual,223,Clean Title,Blue,16061
BMW 3 Series,2022,39441,Manual,143,Minor Scratches,Gray,57910
Volkswagen Golf,2017,76696,Automatic,118,Clean Title,White,22841
Toyota Corolla,2023,16960,Automatic,236,Salvage,Black,16870
Toyota Corolla,2019,81672,Automatic,254,Repaired,Gray,17729
BMW 3 Series,2015,141440,Manual,248,Clean Title,Red,30719
Volkswagen Golf,2024,8270,Manual,201,Minor Scratches,Blue,36663
Honda Civic,2019,68502,Automatic,120,Repaired,Red,19066
Tesla Model 3,2022,36999,Automatic,194,Minor Scratches,Red,48772
Ford Focus,2018,80388,Automatic,292,Clean Title,Gray,18621
Toyota Corolla,2016,93681,Automatic,124,Repaired,Blue,11895
Tesla Model 3,2021,39784,Manual,122,Repaired,Gray,42047
Fiat Tipo,2017,66672,Manual,229,Clean Title,Gray,13571
Ford Focus,2015,88100,Manual,240,Clean Title,Red,12570
Honda Civic,2016,88488,Automatic,239,Repaired,Blue,14185
Volkswagen Golf,2024,14876,Automatic,198,Minor Scratches,Gray,37174
Toyota Corolla,2024,8281,Automatic,284,Salvage,Gray,18908
Toyota Corolla,2015,146280,Manual,186,Minor Scratches,Blue,6847
Tesla Model 3,2018,73584,Automatic,128,Clean Title,Blue,40566
Ford Focus,2019,75324,Automatic,171,Salvage,Red,10341
Toyota Corolla,2023,16036,Manual,145,Salvage,Red,16791
Toyota Corolla,2015,142220,Manual,223,Clean Title,White,7694
BMW 3 Series,2019,75780,Automatic,208,Salvage,Black,25913
Honda Civic,2015,142470,Manual,236,Clean Title,Gray,10235
Volkswagen Golf,2018,84392,Manual,220,Salvage,Blue,10778
BMW 3 Series,2017,69096,Automatic,264,Salvage,White,22038
Toyota Corolla,2022,41985,Manual,288,Repaired,Black,21565
Volkswagen Golf,2021,44552,Automatic,122,Minor Scratches,Gray,28456
Honda Civic,2021,49924,Automatic,290,Clean Title,Red,30733
Toyota Corolla,2015,130770,Manual,262,Salvage,Blue,4475
Fiat Tipo,2015,127420,Manual,196,Clean Title,Red,5422
Ford Focus,2021,37852,Manual,135,Salvage,Red,12979
BMW 3 Series,2015,86460,Automatic,205,Clean Title,Gray,36035
BMW 3 Series,2023,18178,Automatic,214,Salvage,Gray,34956
Volkswagen Golf,2016,90036,Manual,135,Salvage,Black,8945
Tesla Model 3,2021,58764,Manual,149,Clean Title,Black,47633
Fiat Tipo,2017,65408,Automatic,121,Salvage,Black,7787
Honda Civic,2020,54280,Manual,299,Minor Scratches,Blue,23979
Toyota Corolla,2018,58268,Automatic,223,Repaired,Gray,18466
Toyota Corolla,2022,32562,Manual,180,Repaired,Blue,22408
Toyota Corolla,2021,45956,Manual,100,Salvage,Red,13639
Fiat Tipo,2019,54684,Automatic,234,Salvage,Red,9197
Honda Civic,2015,89890,Automatic,107,Salvage,Gray,7986
Volkswagen Golf,2017,115000,Automatic,154,Minor Scratches,Blue,16158
Fiat Tipo,2022,32100,Automatic,173,Clean Title,Red,25042
Toyota Corolla,2022,37005,Automatic,193,Salvage,Red,15650
Fiat Tipo,2021,56692,Manual,206,Minor Scratches,Blue,18174
Honda Civic,2023,17538,Automatic,124,Salvage,Blue,17411
Fiat Tipo,2020,74345,Manual,159,Clean Title,Black,16512
Honda Civic,2018,69909,Manual,215,Repaired,Red,17407
Honda Civic,2022,40845,Manual,238,Minor Scratches,Blue,27304
Fiat Tipo,2023,23960,Manual,193,Clean Title,Blue,24728
Toyota Corolla,2020,42215,Manual,299,Minor Scratches,Red,21853
Ford Focus,2019,64572,Automatic,123,Salvage,White,11169
BMW 3 Series,2020,54115,Manual,197,Salvage,Black,27048
Honda Civic,2020,43225,Automatic,242,Minor Scratches,Blue,27529
Volkswagen Golf,2021,32336,Automatic,178,Clean Title,Red,32253
Volkswagen Golf,2019,74430,Automatic,205,Minor Scratches,Black,23674
Ford Focus,2015,129840,Manual,100,Salvage,White,4095
Ford Focus,2019,64314,Automatic,168,Repaired,Blue,17685
Fiat Tipo,2022,42300,Manual,191,Repaired,Blue,17799
Fiat Tipo,2023,20384,Automatic,200,Minor Scratches,Black,25347
Fiat Tipo,2021,37868,Manual,112,Salvage,White,10748
BMW 3 Series,2018,86114,Automatic,117,Minor Scratches,Black,42030
Ford Focus,2020,42840,Automatic,244,Minor Scratches,Blue,23167
Volkswagen Golf,2020,57740,Automatic,285,Clean Title,Black,30527
Tesla Model 3,2020,57690,Manual,240,Salvage,Black,24069
Fiat Tipo,2017,67632,Manual,242,Repaired,Black,11059
Honda Civic,2024,8723,Automatic,243,Clean Title,White,38023
BMW 3 Series,2017,91984,Manual,156,Repaired,White,32011
Tesla Model 3,2016,131535,Manual,283,Salvage,Blue,14597
Honda Civic,2022,37071,Automatic,298,Clean Title,Red,33304
Volkswagen Golf,2018,85834,Manual,112,Salvage,Blue,10773
Volkswagen Golf,2015,112610,Automatic,125,Minor Scratches,Gray,14289
Fiat Tipo,2020,55985,Manual,247,Salvage,Gray,9352
Fiat Tipo,2017,95568,Manual,133,Repaired,Red,8750
Volkswagen Golf,2023,26584,Automatic,241,Repaired,White,29246
Honda Civic,2020,69540,Manual,172,Repaired,Gray,19558
Ford Focus,2024,8711,Manual,114,Salvage,White,16069
Fiat Tipo,2019,79746,Automatic,251,Clean Title,Black,16109
BMW 3 Series,2015,118770,Automatic,125,Salvage,Black,17878
Fiat Tipo,2015,132890,Manual,142,Clean Title,Red,4686
Ford Focus,2024,14327,Manual,169,Minor Scratches,White,29307
Toyota Corolla,2021,54164,Manual,152,Salvage,Blue,12851
Tesla Model 3,2016,132939,Manual,172,Minor Scratches,White,25140
Ford Focus,2018,70308,Manual,176,Repaired,Gray,14333
Tesla Model 3,2023,17342,Manual,195,Minor Scratches,Black,51262
Volkswagen Golf,2021,55224,Manual,295,Clean Title,Black,28329
BMW 3 Series,2022,42330,Manual,109,Clean Title,Gray,63969
Tesla Model 3,2016,122229,Automatic,218,Minor Scratches,Blue,29615
Ford Focus,2024,10058,Automatic,290,Minor Scratches,Blue,31949
Honda Civic,2019,86424,Manual,181,Clean Title,Blue,21379
Ford Focus,2018,101808,Automatic,290,Salvage,Blue,8053
Honda Civic,2020,52975,Manual,215,Repaired,White,21472
Fiat Tipo,2015,94480,Automatic,162,Minor Scratches,Gray,9429
Ford Focus,2020,40930,Manual,220,Minor Scratches,Red,20478
Toyota Corolla,2021,44388,Manual,171,Repaired,Blue,20859
Toyota Corolla,2022,36834,Automatic,191,Salvage,Blue,14489
Toyota Corolla,2020,40355,Manual,123,Minor Scratches,Black,21897
Ford Focus,2017,87328,Automatic,181,Repaired,Black,13757
Fiat Tipo,2018,81466,Automatic,157,Repaired,Blue,11384
Ford Focus,2023,17224,Manual,190,Repaired,Black,24474
Honda Civic,2024,8426,Manual,257,Repaired,Gray,29601
BMW 3 Series,2023,27402,Automatic,175,Repaired,Gray,51851
BMW 3 Series,2024,8115,Manual,238,Clean Title,Gray,72401
BMW 3 Series,2023,24650,Automatic,102,Minor Scratches,White,60445
Volkswagen Golf,2019,61434,Manual,152,Salvage,Gray,13213
BMW 3 Series,2021,32648,Manual,240,Salvage,Gray,28452
Ford Focus,2016,115245,Automatic,138,Clean Title,Red,12108
Toyota Corolla,2016,109593,Automatic,300,Clean Title,Blue,13597
BMW 3 Series,2020,41130,Manual,142,Repaired,Red,45332
Volkswagen Golf,2017,77736,Manual,249,Repaired,Red,15919
Tesla Model 3,2015,148470,Automatic,164,Clean Title,Blue,27384
Ford Focus,2015,121920,Manual,182,Repaired,Black,7083
Honda Civic,2024,10757,Automatic,109,Minor Scratches,Black,36057
Volkswagen Golf,2017,78800,Automatic,194,Minor Scratches,Red,18898
Ford Focus,2020,67770,Automatic,265,Repaired,Red,17282
Fiat Tipo,2020,62300,Automatic,193,Minor Scratches,Blue,16835
Tesla Model 3,2018,86520,Automatic,174,Minor Scratches,Black,38002
Toyota Corolla,2018,62433,Manual,246,Clean Title,Black,20652
Volkswagen Golf,2019,73098,Manual,124,Minor Scratches,Black,23106
Ford Focus,2016,130005,Manual,172,Clean Title,Black,9218
Honda Civic,2022,28911,Manual,134,Repaired,Blue,25337
Ford Focus,2020,73595,Manual,221,Clean Title,White,20361
Fiat Tipo,2023,18842,Manual,261,Repaired,Red,19884
Toyota Corolla,2018,56462,Automatic,163,Clean Title,Black,22525
Volkswagen Golf,2017,81408,Manual,142,Minor Scratches,Black,17850
BMW 3 Series,2024,13963,Manual,252,Salvage,White,34454
Fiat Tipo,2015,84200,Automatic,175,Clean Title,Gray,11230
Honda Civic,2020,68245,Manual,138,Salvage,Black,12144
Ford Focus,2015,149210,Automatic,260,Minor Scratches,Gray,6600
BMW 3 Series,2021,36696,Manual,179,Minor Scratches,Gray,54450
Toyota Corolla,2022,25077,Manual,289,Minor Scratches,Blue,27918
Ford Focus,2018,91294,Manual,256,Minor Scratches,White,13910
Volkswagen Golf,2015,99670,Automatic,178,Clean Title,Black,17148
Volkswagen Golf,2024,10309,Automatic,174,Salvage,Blue,19690
BMW 3 Series,2020,57455,Manual,132,Repaired,White,45178
Honda Civic,2019,70308,Automatic,141,Salvage,White,12870
Volkswagen Golf,2017,86624,Automatic,115,Repaired,Red,16311
Ford Focus,2023,22904,Manual,213,Repaired,Gray,23409
Ford Focus,2023,16716,Manual,137,Repaired,Black,25370
Fiat Tipo,2020,53550,Manual,194,Salvage,Gray,9284
BMW 3 Series,2018,92603,Automatic,208,Salvage,White,23591
BMW 3 Series,2022,41361,Manual,256,Repaired,Red,49143
Volkswagen Golf,2024,10875,Manual,262,Repaired,Blue,30396
BMW 3 Series,2022,33519,Manual,180,Clean Title,Red,61274
Toyota Corolla,2015,150000,Manual,224,Minor Scratches,Blue,6518
Volkswagen Golf,2024,11876,Automatic,188,Repaired,Black,31041
Volkswagen Golf,2022,35331,Manual,101,Clean Title,Gray,34135
Fiat Tipo,2018,86261,Automatic,242,Salvage,Blue,7005
BMW 3 Series,2017,93256,Manual,141,Minor Scratches,White,38921
Honda Civic,2022,30324,Manual,261,Minor Scratches,Red,28342
Honda Civic,2015,145610,Automatic,183,Minor Scratches,Red,9416
Tesla Model 3,2016,124236,Manual,175,Clean Title,Gray,30892
BMW 3 Series,2024,8823,Automatic,177,Minor Scratches,Blue,65624
Honda Civic,2024,8346,Automatic,257,Minor Scratches,Black,36178
Fiat Tipo,2021,47628,Automatic,299,Minor Scratches,Red,19575
BMW 3 Series,2018,64785,Automatic,231,Clean Title,White,48832
Fiat Tipo,2023,19532,Manual,271,Minor Scratches,Black,22607
Fiat Tipo,2016,82719,Manual,253,Repaired,Red,8622
BMW 3 Series,2017,80592,Manual,177,Minor Scratches,Gray,37329
Ford Focus,2021,59816,Manual,248,Minor Scratches,Blue,21922
Tesla Model 3,2020,47175,Automatic,221,Salvage,Black,25004
Volkswagen Golf,2024,9389,Manual,269,Salvage,Gray,20064
BMW 3 Series,2015,98270,Automatic,274,Clean Title,Blue,37231
Volkswagen Golf,2020,62885,Automatic,188,Minor Scratches,Red,25132
Honda Civic,2022,27720,Manual,296,Salvage,Gray,16937
Ford Focus,2024,12688,Automatic,294,Clean Title,White,32746
BMW 3 Series,2023,20374,Manual,138,Repaired,Red,51826
Toyota Corolla,2020,70525,Automatic,219,Salvage,Blue,12059
Tesla Model 3,2020,42105,Manual,111,Clean Title,Black,48911
Fiat Tipo,2024,12509,Automatic,295,Repaired,Black,23065
Toyota Corolla,2016,95310,Automatic,106,Repaired,Black,11806
Volkswagen Golf,2016,83628,Manual,137,Repaired,Black,15156
Honda Civic,2021,46712,Automatic,142,Repaired,Gray,24399
Honda Civic,2017,79464,Manual,146,Minor Scratches,Red,16923
Volkswagen Golf,2017,108392,Manual,181,Repaired,White,13782
Tesla Model 3,2021,57340,Automatic,290,Salvage,Blue,26140
Tesla Model 3,2018,63427,Automatic,137,Salvage,Black,21275
Fiat Tipo,2016,93024,Automatic,109,Clean Title,Black,10941
Ford Focus,2023,24150,Manual,262,Clean Title,Black,28347
BMW 3 Series,2015,116200,Manual,131,Minor Scratches,Black,29205
Toyota Corolla,2015,86990,Automatic,297,Repaired,Red,11987
Fiat Tipo,2017,110680,Automatic,255,Clean Title,Gray,11018
Tesla Model 3,2021,53848,Automatic,161,Repaired,Black,40286
Fiat Tipo,2024,8018,Automatic,142,Salvage,Blue,15081
Tesla Model 3,2023,27782,Manual,255,Salvage,Black,28213
BMW 3 Series,2017,116824,Manual,193,Repaired,Blue,30596
Volkswagen Golf,2019,51294,Manual,126,Repaired,White,20631
Honda Civic,2021,44200,Automatic,206,Minor Scratches,Gray,27554
Toyota Corolla,2019,61938,Manual,274,Repaired,Blue,17813
Tesla Model 3,2018,101766,Manual,299,Salvage,Gray,18663
Fiat Tipo,2018,70259,Automatic,296,Repaired,Gray,12273
Tesla Model 3,2022,30057,Manual,288,Clean Title,Blue,56774
BMW 3 Series,2021,50532,Manual,263,Minor Scratches,Black,52051
Honda Civic,2020,51455,Manual,276,Minor Scratches,White,23604
Toyota Corolla,2024,13919,Automatic,269,Clean Title,Blue,36410
Tesla Model 3,2023,19554,Manual,220,Repaired,White,46345
Ford Focus,2019,64398,Manual,187,Clean Title,White,20188
Honda Civic,2022,44724,Manual,180,Repaired,Red,25462
BMW 3 Series,2023,26920,Automatic,229,Clean Title,Red,66538
Honda Civic,2020,47055,Manual,178,Clean Title,Red,28584
Fiat Tipo,2019,49134,Manual,278,Minor Scratches,Gray,15308
BMW 3 Series,2017,95944,Manual,216,Repaired,Black,34520
Ford Focus,2022,39249,Manual,117,Repaired,White,21571
Tesla Model 3,2023,26644,Manual,156,Minor Scratches,White,51229
Ford Focus,2022,43011,Automatic,128,Repaired,White,21887
Honda Civic,2015,143850,Manual,216,Minor Scratches,White,8398
Fiat Tipo,2022,24714,Manual,278,Repaired,Gray,19361
Fiat Tipo,2023,16874,Automatic,162,Clean Title,Blue,27054
BMW 3 Series,2017,91392,Automatic,123,Clean Title,Red,43633
BMW 3 Series,2023,18706,Manual,263,Clean Title,Black,63877
Tesla Model 3,2016,87282,Manual,256,Salvage,Black,17269
Volkswagen Golf,2022,30960,Manual,238,Clean Title,Black,35072
BMW 3 Series,2019,57306,Manual,281,Clean Title,Red,53069
Volkswagen Golf,2020,74610,Manual,147,Repaired,Blue,21583
BMW 3 Series,2019,63972,Manual,181,Minor Scratches,White,43530
BMW 3 Series,2019,81042,Manual,277,Salvage,Blue,24093
Ford Focus,2016,81225,Automatic,212,Minor Scratches,White,13654
Honda Civic,2019,88728,Manual,284,Salvage,White,10523
Honda Civic,2021,39716,Manual,108,Clean Title,Black,29769
Honda Civic,2019,48666,Automatic,137,Clean Title,Black,26748
Ford Focus,2021,36708,Automatic,162,Salvage,Blue,13050
Ford Focus,2022,38670,Automatic,120,Minor Scratches,Gray,24681
Volkswagen Golf,2016,72387,Automatic,127,Minor Scratches,Gray,18964
Toyota Corolla,2020,40440,Automatic,219,Clean Title,Blue,26392
Tesla Model 3,2018,64302,Automatic,175,Repaired,Red,33843
BMW 3 Series,2015,92280,Automatic,186,Minor Scratches,White,33421
Fiat Tipo,2018,79366,Automatic,215,Repaired,Red,12304
Honda Civic,2020,59465,Automatic,259,Minor Scratches,White,25800
BMW 3 Series,2016,114210,Automatic,299,Repaired,Red,29071
BMW 3 Series,2023,28594,Manual,113,Minor Scratches,Black,61072
Tesla Model 3,2018,81088,Automatic,124,Repaired,Red,32938
Fiat Tipo,2024,14879,Manual,262,Repaired,Blue,22228
Tesla Model 3,2024,9992,Automatic,286,Clean Title,Gray,65106
Honda Civic,2021,47208,Manual,299,Salvage,Gray,14407
Tesla Model 3,2015,117830,Manual,139,Clean Title,White,28451
Fiat Tipo,2022,30702,Automatic,162,Repaired,Blue,20108
Fiat Tipo,2016,134343,Manual,155,Minor Scratches,Gray,4967
Honda Civic,2017,77800,Automatic,201,Minor Scratches,Red,19606
Toyota Corolla,2018,97174,Manual,259,Clean Title,Blue,17407
Toyota Corolla,2023,28034,Automatic,157,Salvage,Red,17092
Toyota Corolla,2016,90225,Manual,180,Minor Scratches,Black,12732
Honda Civic,2018,99659,Manual,251,Repaired,Red,14470
Toyota Corolla,2021,51556,Manual,210,Clean Title,White,26547
Toyota Corolla,2015,148080,Automatic,249,Salvage,White,4218
Fiat Tipo,2021,55968,Manual,283,Repaired,Gray,15457
Tesla Model 3,2024,11092,Manual,229,Clean Title,Red,61659
